text;sentiment
waw sekolah gue ada lomba agustusan onlinesekolah kalian gitu juga gx ;netral
serasa ikut sekolah online juga ;netral
gatau kenapa ga setuju aja sm sekolah online yg sekolah siapa yg ngerjain tugasnya siapa zooming kamera dimatikan suara di mute yg ngedengerin kkak toko yg bersangkutan main hhmmmm;negative
sekolah online bukannya makin pinter malah makin goblok ;negative
semangattt sekolah online nya ;positive
capek sekolah online hyung ;negative
 semangatin jga dong ti huat yg dampinyin adk sekolah online ;netral
sumpah ya tugas sekolah online tuh ga ngotak;negative
anak homeschooling pas pandemi gini juga sekolah online ga sih ;netral
 tapi aku tanya beneran sekolah online pake seragam ga sih;netral
capek sekolah online gurunya mgasi tugas pada gak seusai jam nya bingung pan ngerjainnya ;negative
 intinya kembali ke diri masing masing memang jaalan yg diambik pemerintah cukup baik dengan mengganti pembalajarn ke online untuk mencegah penularan hanya saja yang dikeluhakan itu untuk kaum menengah kebawah dengan segala keterbatasan penunjang untuk mengikuti sekolah online;positive
semenjak sekolah online gue jadi punya nomer guru killerseremnya kalo lagi bikin status salah melangkah bisa tamat riwayat lo ;netral
capek banget sekolah online gak ada abisnya ngasih tugas ;negative
pembelajaran online tp tetep ke kantor gini bikin ibu ibu guru rajin masak di sekolah ;netral
sch kalian yg tau indo udh end game kasus c r n untuk sekarang tetep pilih sekolah offline atau online admin baca rules ya sayang ada di link bio ;netral
aku ketika mencoba memahami sesuatu yang tak dipahami jika sedang tdk paham akan ketidakpahaman materi sekolah online ;netral
;
sekolah online mana bisa liat paskhas latian banggaseru masa muda mu ;netral
sumpah ini semenjak sekolah online nikai gue anjlok banget ;negative
 lagii kaburr dr sekolah online;netral
pen menyuarakan keluh kesah gw selama online class guru di sekolah apa ngga tau anak muridny udh suffer nih mikirin tugas yg trus trus dateng kita di sekolah punya mapel dan guru mapel itu nyuruh kita buat tugas tugas dan tugas;negative
heh pie ceritane omahku mati listrik hari beurut sakne sepupuku iki lho lagi sekolah online entuk tugas dadi raiso hesss;positive
 pagii moots semangat sekolah online nya hari inii oiya shav mau ngasi catetan kimia tapi maaf kalo jelek ;positive
pengen sekolah real datang kesekolah gamau online ayoo semoga cepat selesai masalahnya ya corona cepat menghilang dari dunia ini aamiin;netral
sekolah online otak offline sekolah online pemasukkan offline ;negative
 capek banget ngajarin adek yg gak ngerti karna sekolah online berasa kaya kita yg sekolah lagi;negative
jujur ga sanggup lagi buat sekolah online;negative
 mental gue teekan banget sekolah online yatuhan;negative
 apalah dayaku sekolah online msk tahun depan ;negative
 ga bisa lah ini sambil sekolah online ;netral
siapa bolos sekolah online cungg ;netral
aaaaa aku mles sekolah online ;negative
sekolah online tiada kesempatan untuk sosmed detox;netral
;
embahnya ican nyemangatin sekolah online cucunya ayo yang rajin sekolahnya biar pinter ntar kalo udah lulus kuliah biar bisa beli mobil keren yang pintunya bukanya keatas me wow ambisius yah ;positive
 sekolah online aku selama dirumah jadi guru les dadakan tukang service hp tukang benerin email tempat sambat buk ibuk soal anaknya ;positive
 donemoga dapet pas deh kuotaku internet tinggal mb buat sekolah online;netral
anjay mati lampu smpe jam gmn yg sekolah online ;netral
ay kapan sekolah offline lagi aku mnangis krna jjur skolah online tu aku sama sekali males an dan gak disiplin bngt ;netral
 bener ya abis gak tau mau ngapain bersih bersih udah bantuin adek sekolah online udah lagi libur kuliah juga jd gak ada tugas makanya enak rebahan lama lama tp diomelin krna dikasur mulu wkwkwk ;netral
pusing gara sakit pusing gara mikirin tugas sekolah onlinesinyal g lancar ;negative
 istirahat sekolah online nih;netral
 sambil sekolah online sambil streaming dongg semangat sekolah semangat streamingnya yeorobunnn iland i_land iandcredible streamiandcredible_spotify ;netral
ini bocah sekolah belajar online tugasnya suka ngada ngada;negative
 lagian siapa yang mau si ada pandemi kaya gini ga cuma siswa yang repot kalo sekolah online gurunya juga apalagi guru yang udah sepuh tetep semangat belajar cara menggunakan laptop biar siswa tetep bisa sekolah online;positive
 di sana mendung ga ka di rumah ku mendung hawanya bikin ngantuk tapi haris sekolah online ;netral
 semangat sekolah online nya faii ;positive
dikata tangan ga sakit nulis terus perjanjian sekolah online jadwal zoom sama tugas silang;negative
kalian sekolah online sampe jam berapa ayangnim ;netral
fix gue makin bodoh gegara sekolah online ;negative
lagi pada sekolah online ya ;netral
klaster sekolah jadi yang kmrin bilang kenapa sekolah online monggo dibaca ;netral
pln asu_ masa waktu gua sekolah online mati lampuanjeenkkk ;negative
 aku sekolah online tapi gurunya ngilang belum ada kabar;netral
 udah lah ga suka sekolah online kuota habis iya mapel banyak ga fahamnya tugas numpuk ga ada uang jajan hasss eh kok malah curhat ;netral
 udah muak sama sekolah online;negative
 sekolah online bukannya makin pinter mlh makin goblok ;negative
 serba salah emang kalau sekolah online ;negative
 oh ya belum selama masih sekolah online masih jadi antek ksn ;netral
 sekolah online tai kucing bukanya pinter malah bikin depresi ;negative
 berhentinya di kamu hiyahiya nitip ya kayg mau belajar b inggris tapi mager kejauhan waktu ga flexible aku buka les privat online via messenger materi bisa request cuma k perpeemuan bisa bantu ngerjain tugas sekolah kuliah juga minat dm thankyortu ;positive
sekolah online bukannya makin pinter mlh makin goblok ;negative
 guru pasti bingung gmn caranya biar siswa bisa tetep pintar dlm kondisi sekolah online dijelasin lewat zoom ntr siswa ngeluh masalah kuota atau ga cuma absen trus tinggal tidur lalu cara tau siswa bljar gimana ya dengan kasi tugas lah eh ntar malah suruh orng lain yg kerjain;negative
pusing bgt sekolah online ;negative
sekolah online membuat ak semakin bobrok;negative
pie ya aku yo bingung nek kon milih mending sekolah online opo offline;netral
udah muak sama sekolah online;negative
 daripada mengutuk kegelapan lebih baik nyalakan lampu daripada nyalahin wabah nyalahin orang lain lebih baik bikin s ;positive
 nitip ya ka aku buka les privat online via messenger wa telegram buat temen yg pingin belajar b inggris tpi mager kejauhan waktu g flexibel materi bisa request cuma k peemuan bisa bantu pr sekolah juga minat dm ya thankyortu ;positive
hmm sekolah online ceu;netral
beredar foto yang memperlihatkan kondisi sekolah setelah belajar online diterapkan penuh jangkrik dimana mana kamuharustau sekolah belajaronline jangkrik ;netral
aku jarang jbjb dulu ya lagi stress tugas semangat sekolah online semuanya ;negative
yang kerja kerjanya semangat yang sekolah kuliah online semangat jugak ;positive
;
adapaa inii kok mas ganteng trending gw lagi sekolah online jadi salfok sm trending kan pokoknya visual mas wwh tiada tanding bgt seokjinyortuareperfect ;netral
bye sekolah online ;negative
 sekolah biasa kl sekolah online kadang ngejelasin ngga ngerti malah banyaknya tugas;negative
;
 halo tukang pukul ga sekolah online kah ;netral
sekolah online kalian selesai jam brp meng ;netral
happy to be involved karena ikut andil dlm menangani sepupu sepupu sekolah online jadi merasa diskusinya sangat penting bermanfaat utk menjawab keresahan baru baru ini menujuidola ;positive
cape bgt sekolah online ;negative
;
lagi sekolah onlinecabut ke twiterrada yang sama ;netral
sekolah online tugasnya makin ngadi ngadi aja deh;negative
kasian mereka yg sekolah online gak punya kenang kenangan berak dan cebok di wc sekolah tanpa sabun ;netral
anjrot bnr bnr gue slama sekolah online latsol ulhar dibawah smua anjir mau nangis bgt fak;negative
sekolah online bukan berarti tiap peemuan ngasih tugas y;netral
ini sekolah online kenapa enak banget si berasa bebas banget gatau dah ntar jadi pemulung tukang sampah;netral
pengen tak hiiihhhhh trus apa gunanya sekolah online kalo dikirim ke rumah ibukkkkkk ;negative
kangen sekolah online pake piyama ;netral
hal ter random apa yg pernah di lakuin pas sekolah online me pas ukk sisa soal masi an gua tinggal mandi ;netral
 masih enak sekolah online dirumah gua dulu sekolah bangun pagi pulang sore anjing untung gua bolos;positive
mau sekolah online mager banget si;negative
 gegara sekolah online jadinya pemain utama udah dapat job yg lain seneng dan sedih bersamaan;netral
ku rindu ngalong bersama mutual sebelum sekolah online ;netral
kapan sekolah online ini akan berakhir ;netral
 loh kalian ada sekolah online ;netral
 baru abis nih mau lanjut sekolah online ;netral
ribet banget sekolah online mending sekolah biasa pinter engga miskin dan goblok iya;negative
sekolah online ;netral
 lgi sekolah online ;netral
setelah hari ga sekolah online pas buka hp langsung dapet spam tugas sama materi ;netral
 sekolah online ngejar nilaibukan menambah ilmu ;negative
malu aja ketika kumpul sama temen temen dah pada punya kerja sampingan di tengah sekolah online tapi diri sendiri masih lontang lantung;netral
ternyata anak anak sd yang sekolah online daring itu malah orang tuanya yang stres sama tugasnya bukan anaknya yang ngerjain hmm ;negative
 keenakan rebahan pagi hari tau ketiduran sampe siang dan ga ikutan sekolah online wkwkw;negative
sekolah online otak offline dahlah ;negative
 kayanya mutual aku banyak bgt yg masih sekolah online gitu ya paketan kalian aman ga atau malah kriris btwmau beliin kalian ;netral
sekolah online ga makin pinter malah makin gblk ;negative
terlalu nekat tapi biarpun pada sekolah online masih ada loh wali murid yang memaksa guru untuk datang ke rumah murid hanya karena orang tua gak sanggup nemenin anaknya belajar ;positive
 nih aku lagi sekolah online hyunk;netral
buat para pelajar gua mau nanya nih enakan sekolah online apa sekolah biasa mvhottest bts ;netral
sejak kelas online tugas ku gak kelar kagak gw kerjain deh kan guru pernah bilang sekolah tempat belajar bukan tempat tidur klo mau tidur di rumah aja yaudah lanjut rebahan anjay mabar ;negative
adek ku tahun ngerjain tugas sekolah online playlistnya lagu indie ;netral
ngajarin adek sekolah online selama pandemi jiwa keibuan gua mulai tumbuh kayaknya bro hahaha;negative
kayanya mutual aku banyak bgt yg masih sekolah online gitu ya paketan kalian aman ga atau malah kriris btwmau beliin kalian pulsa tp takut gaada yg ikut ;netral
sch sekolah kalian ada lomba an online gak sekolahku ada jadi seminggu ini free admin baca rules ya sayang ada di link bio ;netral
 zee semangat sekolah online;positive
sekolah offline or online ;netral
motsss apakah kalian pernah sekolah atau kuliah online tp sambil bepergian ;netral
 nugaasssss asuuuuuu sekolah online gue ampe botak;negative
sekolah online ngejar nilaibukan menambah ilmu ;negative
aku sekolah offline kalian offline atau online ;netral
abis minum obat ngantuk tapi masih ada sekolah online enaknya gimna ;netral
pengennya sekolah offline tapi gara gara udah nyaman sekolah online jadi males sekolah offline;positive
bagaimana caranya agar bs bolos sekolah online;negative
buat yg lagi sekolah online klian pelajaran apa sekrg hehe;netral
cepet selesai deh sekolah online nya pusing banget guee ;negative
gakuat kl sekolah online terus ;negative
kenapa ya sekolah online itu lebih capek padahal kalo ga brainly ya nyontek punya org;negative
gara gara sekolah online bocah salah bandel ditegur guru eh malah ortunya langsung nelfon gurunya wkwkwk kalo gamau diajar guru mah homeschooling ae pak ajarin dewe ;negative
kalian kalo sekolah online dari jam berapa sampai jam berapa dehh ;netral
 phobia sekolah online;negative
 aku malah pengen cepet sekolah offline sekolah online kayak gini gapaham apa ngerasa goblok banget;negative
sekolah ada lomba online pa mksut jadi makan kerupuk smbil vidcall gitu ;netral
 di satu sisi online jg nyaman karena dh kebiasaan tp aku jg skrng dh kls sekolah online ga berasa ilmunya yg dibanyakin cuma tugas tugas tugas padahal aku sendiri masih banyak materi yg blm paham;netral
mau jadi ddadda sehari aja gapapa nungguin wooseok gak pulang karna kerja daripada harus sekolah online gw ga kuatt;negative
 nah bener bgt teh blm beres satu ada lagi notif tugas lg ya begitu aja terus siklus nya selama sekolah online ni;negative
 sekolah online otak offline bro;negative
phobia sekolah online;negative
sch apakah ada yang gamau sekolah offline lagi alias sudah nyaman online kayak aku admin baca rules ya sayang ada di link bio ;netral
yang bikin marah banget adalah emang dari awal ini tanggungjawab mereka skr sekolah buka krna pembelajaran online banyak hambatan dan mereka nyalahin rakyat yg nga ikutin protokol first nih ya lupade pemerintah dr awal emang di pala lu isinya ekonomi doang bukan orang ih ;positive
gw nyerah sekolah online;negative
sekolah online makin gk bener ;negative
mmg sekolah ku aneh bgt masa waktu itu ada fustal online juga ;netral
demi allah sekolah online bnbnr nyusahin senyusahin itu;negative
;
sekolah online nggak enak bgt yamana sinyal ga ada pdl kuis keburu dimulai ;negative
kalo kayak gini mending sekolah tatap muka aja sekolah online jadwalnya g jelas;negative
;
 tenang msh ada banyak juga yg ga tahan sekolah online;negative
wkwkwk adek gua lagi sekolah online lagi hening tiba tiba ada yg ngomong goblok mana gurunya lumayan jugaaa wkwkwk ;netral
 samaa stress bngtt sekolah online pusinggg;negative
iya aku pengen twitteran kayak dulu pas belum sekolah tapi kalo sekarang aku kyk dulu pasti tugasku engga ada yang kelar alias woi online school tugasnya seabrek mana deadlinenya hari doang ashue nangis ;negative
sekolah online bangun jam setengah buka hp ngisi list absen teros tidor lagi kontol ;negative
 sekolah online;netral
asli aku gak tahan sekolah online stress bgt sumpah rasanya muk nangis ajalah;negative
semenjak sekolah online guru jadi bahan ghibah di twt;netral
